TBLID,GEOID,NAME,ORDER,TITLE,ESTIMATE,MOE,CME,SE,Var_Rep1,Var_Rep2,Var_Rep3,Var_Rep4,Var_Rep5,Var_Rep6,Var_Rep7,Var_Rep8,Var_Rep9,Var_Rep10,Var_Rep11,Var_Rep12,Var_Rep13,Var_Rep14,Var_Rep15,Var_Rep16,Var_Rep17,Var_Rep18,Var_Rep19,Var_Rep20,Var_Rep21,Var_Rep22,Var_Rep23,Var_Rep24,Var_Rep25,Var_Rep26,Var_Rep27,Var_Rep28,Var_Rep29,Var_Rep30,Var_Rep31,Var_Rep32,Var_Rep33,Var_Rep34,Var_Rep35,Var_Rep36,Var_Rep37,Var_Rep38,Var_Rep39,Var_Rep40,Var_Rep41,Var_Rep42,Var_Rep43,Var_Rep44,Var_Rep45,Var_Rep46,Var_Rep47,Var_Rep48,Var_Rep49,Var_Rep50,Var_Rep51,Var_Rep52,Var_Rep53,Var_Rep54,Var_Rep55,Var_Rep56,Var_Rep57,Var_Rep58,Var_Rep59,Var_Rep60,Var_Rep61,Var_Rep62,Var_Rep63,Var_Rep64,Var_Rep65,Var_Rep66,Var_Rep67,Var_Rep68,Var_Rep69,Var_Rep70,Var_Rep71,Var_Rep72,Var_Rep73,Var_Rep74,Var_Rep75,Var_Rep76,Var_Rep77,Var_Rep78,Var_Rep79,Var_Rep80
B02010,99000000001,Synthetic Census Tract 99000000001,1.0,Total:,42.24583440975579,51.519310255799745,+/-50,30.911586153479846,53.580082666031736,16.486179281855918,36.06351717905982,58.732013691611705,61.82317230695969,52.54969646091574,40.1850619995238,34.00274476882783,43.27622061487178,58.732013691611705,38.12428958929181,35.03313097394383,24.729268922783877,23.698882717667882,58.732013691611705,44.30660681998778,46.36737923021977,17.516565486971913,41.2154482046398,25.759655127899872,44.30660681998778,48.42815164045176,36.06351717905982,17.516565486971913,27.820427538131863,23.698882717667882,29.88119994836385,35.03313097394383,46.36737923021977,49.458537845567754,41.2154482046398,54.61046887114773,72.12703435811964,79.3397377939316,38.12428958929181,15.455793076739923,48.42815164045176,62.853558512075686,50.48892405068375,52.54969646091574,43.27622061487178,24.729268922783877,50.48892405068375,90.67398605020755,79.3397377939316,66.97510333253966,37.09390338417582,31.94197235859584,52.54969646091574,49.458537845567754,32.972358563711836,23.698882717667882,25.759655127899872,26.790041333015868,53.580082666031736,43.27622061487178,39.15467579440781,18.54695169208791,39.15467579440781,25.759655127899872,39.15467579440781,56.67124128137972,37.09390338417582,28.850813743247855,26.790041333015868,27.820427538131863,39.15467579440781,41.2154482046398,49.458537845567754,38.12428958929181,36.06351717905982,59.7623998967277,64.91433092230768,58.732013691611705,38.12428958929181,17.516565486971913,28.850813743247855,52.54969646091574,40.1850619995238,55.640855076263726
B02010,99000000002,Synthetic Census Tract 99000000002,1.0,Total:,0.0,15.02897376890651,+/-14,9.661483137154185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B02010,99000000003,Synthetic Census Tract 99000000003,1.0,Total:,55.483645079254565,75.29923260755976,+/-76,45.575851315101964,75.29923260755976,65.39143884340716,55.483645079254565,23.77870503396624,27.741822539627282,105.02261390001756,104.0318345236023,27.741822539627282,73.31767385472924,71.33611510189873,19.8155875283052,19.8155875283052,47.55741006793248,57.46520383208508,70.34533572548347,47.55741006793248,78.27157073680554,63.40988009057664,68.36377697265294,69.3545563490682,24.7694844103815,54.4928657028393,59.446762584915604,99.077937641526,80.25312948963607,25.76026378679676,28.73260191604254,90.16092325378867,54.4928657028393,26.75104316321202,84.2162469952971,76.29001198397502,54.4928657028393,38.64039568019514,20.80636690472046,50.529748197178264,57.46520383208508,51.52052757359352,48.54818944434774,83.22546761888184,95.11482013586496,63.40988009057664,58.45598320850034,23.77870503396624,26.75104316321202,97.09637888869548,67.37299759623768,26.75104316321202,80.25312948963607,71.33611510189873,19.8155875283052,29.723381292457802,51.52052757359352,49.538968820763,78.27157073680554,66.38221821982242,72.32689447831399,54.4928657028393,50.529748197178264,57.46520383208508,22.787925657550982,57.46520383208508,56.47442445566982,87.18858512454288,65.39143884340716,19.8155875283052,20.80636690472046,91.15170263020393,44.5850719386867,22.787925657550982,77.28079136039028,68.36377697265294,59.446762584915604,51.52052757359352,26.75104316321202,56.47442445566982,60.437541961330865,57.46520383208508,44.5850719386867,48.54818944434774
B02010,99000000004,Synthetic Census Tract 99000000004,1.0,Total:,17.09222242662489,28.48703737770815,+/-30,17.09222242662489,12.34438286367353,19.940926164395705,5.697407475541629,18.04179033921516,18.991358251805433,13.293950776263802,28.48703737770815,22.789629902166517,18.991358251805433,18.04179033921516,20.890494076985977,33.234876940659504,20.890494076985977,8.546111213312445,28.48703737770815,36.08358067843032,6.646975388131901,9.495679125902717,20.890494076985977,11.394814951083259,7.596543300722173,15.193086601444346,3.7982716503610865,19.940926164395705,23.73919781475679,14.243518688854074,22.789629902166517,13.293950776263802,26.587901552527605,16.142654514034618,18.04179033921516,30.386173202888692,10.445247038492989,4.747839562951358,33.234876940659504,32.285309028069236,4.747839562951358,18.04179033921516,12.34438286367353,16.142654514034618,24.68876572734706,19.940926164395705,25.638333639937333,16.142654514034618,14.243518688854074,17.09222242662489,8.546111213312445,20.890494076985977,5.697407475541629,20.890494076985977,21.84006198957625,7.596543300722173,29.43660529029842,28.48703737770815,4.747839562951358,5.697407475541629,36.08358067843032,20.890494076985977,11.394814951083259,13.293950776263802,25.638333639937333,16.142654514034618,25.638333639937333,22.789629902166517,23.73919781475679,13.293950776263802,8.546111213312445,13.293950776263802,8.546111213312445,28.48703737770815,14.243518688854074,3.7982716503610865,21.84006198957625,32.285309028069236,7.596543300722173,6.646975388131901,35.13401276584005,18.991358251805433,18.991358251805433,7.596543300722173
B02010,99000000005,Synthetic Census Tract 99000000005,1.0,Total:,59.68194577376953,73.89193286276227,+/-78,44.52462621217727,52.1032859929734,47.36662362997581,66.31327308196614,85.25992253395646,19.89398192458984,39.78796384917968,124.10055391053663,70.1026029723642,41.682628794378715,99.4699096229492,63.47127566416759,70.1026029723642,72.94460039016275,52.1032859929734,81.4705926435584,97.57524467775018,54.94528341077194,53.99795093817242,36.94596643138114,79.57592769835937,36.94596643138114,70.1026029723642,37.89329890398065,38.84063137658016,78.62859522575985,74.83926533536179,41.682628794378715,53.99795093817242,87.1545874791555,41.682628794378715,36.94596643138114,47.36662362997581,44.52462621217727,95.68057973255114,99.4699096229492,65.36594060936662,49.261288575174845,63.47127566416759,89.99658489695405,76.73393028056081,64.4186081367671,54.94528341077194,78.62859522575985,90.94391736955356,33.15663654098307,38.84063137658016,78.62859522575985,69.15527049976468,50.20862104777436,71.04993544496372,79.57592769835937,53.05061846557291,80.52326017095888,50.20862104777436,55.89261588337146,97.57524467775018,68.20793802716517,50.20862104777436,35.99863395878162,123.1532214379371,79.57592769835937,49.261288575174845,33.15663654098307,48.31395610257533,76.73393028056081,71.04993544496372,41.682628794378715,54.94528341077194,68.20793802716517,44.52462621217727,35.0513014861821,34.103969013582585,51.15595352037388,118.41655907493953,68.20793802716517,65.36594060936662,53.05061846557291,64.4186081367671,94.73324725995163,60.62927824636904
B02010,99000000006,Synthetic Census Tract 99000000006,1.0,Total:,72.39499706735957,90.23144562018729,+/-86,54.55854851453185,34.62369424960675,67.14898278711613,60.85376565082399,67.14898278711613,97.57586561252812,122.75673415769667,78.6902142036517,107.01869131696633,26.230071401217238,112.26470559720977,29.377679969363307,62.95217136292137,28.328477113314616,36.72209996170413,77.64101134760303,66.09977993106743,86.03463419599254,70.2965913552622,73.44419992340826,89.1822427641386,87.08383705204122,113.31390845325846,31.476085681460685,40.91891138589889,59.8045627947753,88.13303990808991,114.36311130930716,83.93622848389515,67.14898278711613,77.64101134760303,78.6902142036517,80.7886199157491,97.57586561252812,71.34579421131089,34.62369424960675,32.525288537509375,95.47745990043074,122.75673415769667,37.77130281775282,107.01869131696633,49.31253423428841,89.1822427641386,73.44419992340826,70.2965913552622,128.0027484379401,96.52666275647942,68.19818564316482,110.1662998851124,38.82050567380151,98.62506846857681,30.426882825411994,78.6902142036517,35.672897105655444,32.525288537509375,84.98543133994384,77.64101134760303,68.19818564316482,65.05057707501875,84.98543133994384,66.09977993106743,64.00137421897006,90.23144562018729,44.066519954044956,36.72209996170413,57.70615708267792,59.8045627947753,113.31390845325846,74.49340277945696,66.09977993106743,71.34579421131089,73.44419992340826,128.0027484379401,88.13303990808991,68.19818564316482,28.328477113314616,36.72209996170413,109.1170970290637,94.42825704438205,25.180868545168547,87.08383705204122
B02010,99000000007,Synthetic Census Tract 99000000007,1.0,Total:,6.379882516108694,7.443196268793476,+/-7,4.253255010739129,4.253255010739129,7.443196268793476,6.379882516108694,5.316568763423911,7.443196268793476,4.253255010739129,5.316568763423911,5.316568763423911,6.379882516108694,5.316568763423911,5.316568763423911,5.316568763423911,7.443196268793476,3.189941258054347,6.379882516108694,5.316568763423911,9.56982377416304,7.443196268793476,5.316568763423911,6.379882516108694,6.379882516108694,8.506510021478258,3.189941258054347,6.379882516108694,6.379882516108694,9.56982377416304,13.823078784902169,8.506510021478258,5.316568763423911,9.56982377416304,5.316568763423911,6.379882516108694,4.253255010739129,9.56982377416304,4.253255010739129,4.253255010739129,3.189941258054347,5.316568763423911,3.189941258054347,4.253255010739129,9.56982377416304,4.253255010739129,7.443196268793476,7.443196268793476,6.379882516108694,6.379882516108694,4.253255010739129,5.316568763423911,5.316568763423911,2.1266275053695645,10.633137526847822,3.189941258054347,5.316568763423911,10.633137526847822,9.56982377416304,6.379882516108694,4.253255010739129,6.379882516108694,4.253255010739129,7.443196268793476,6.379882516108694,7.443196268793476,4.253255010739129,9.56982377416304,4.253255010739129,6.379882516108694,5.316568763423911,4.253255010739129,9.56982377416304,8.506510021478258,6.379882516108694,3.189941258054347,5.316568763423911,8.506510021478258,4.253255010739129,9.56982377416304,2.1266275053695645,4.253255010739129,9.56982377416304,9.56982377416304
B02010,99000000008,Synthetic Census Tract 99000000008,1.0,Total:,5.52633369582495,11.0526673916499,+/-12,7.3684449277666,6.447389311795774,9.21055615970825,12.894778623591549,3.6842224638833,6.447389311795774,5.52633369582495,4.605278079854125,5.52633369582495,1.84211123194165,5.52633369582495,7.3684449277666,2.763166847912475,6.447389311795774,1.84211123194165,8.289500543737425,11.0526673916499,7.3684449277666,9.21055615970825,2.763166847912475,1.84211123194165,7.3684449277666,9.21055615970825,12.894778623591549,5.52633369582495,5.52633369582495,6.447389311795774,7.3684449277666,6.447389311795774,1.84211123194165,6.447389311795774,10.131611775679074,1.84211123194165,4.605278079854125,1.84211123194165,5.52633369582495,11.973723007620725,7.3684449277666,11.973723007620725,2.763166847912475,1.84211123194165,5.52633369582495,12.894778623591549,10.131611775679074,8.289500543737425,8.289500543737425,8.289500543737425,4.605278079854125,8.289500543737425,1.84211123194165,5.52633369582495,9.21055615970825,1.84211123194165,5.52633369582495,1.84211123194165,5.52633369582495,18.4211123194165,4.605278079854125,11.0526673916499,1.84211123194165,2.763166847912475,5.52633369582495,7.3684449277666,10.131611775679074,6.447389311795774,4.605278079854125,4.605278079854125,6.447389311795774,6.447389311795774,1.84211123194165,6.447389311795774,10.131611775679074,2.763166847912475,5.52633369582495,1.84211123194165,6.447389311795774,10.131611775679074,3.6842224638833,9.21055615970825,1.84211123194165,1.84211123194165
B02010,99000000009,Synthetic Census Tract 99000000009,1.0,Total:,19.17954719921175,31.96591199868625,+/-35,19.17954719921175,22.832794284775893,11.873053028083465,19.17954719921175,28.312664913122106,10.046429485301392,7.306494171128286,20.092858970602784,17.352923656429677,32.87922377007729,21.00617074199382,21.00617074199382,23.74610605616693,16.439611885038644,30.13928845590418,24.659417827557963,26.486041370340036,14.612988342256571,6.39318239973725,31.052600227295216,21.919482513384857,28.312664913122106,10.046429485301392,15.526300113647608,19.17954719921175,10.046429485301392,10.046429485301392,21.919482513384857,21.919482513384857,25.572729598949,28.312664913122106,25.572729598949,14.612988342256571,26.486041370340036,23.74610605616693,19.17954719921175,15.526300113647608,6.39318239973725,9.133117713910357,28.312664913122106,23.74610605616693,5.479870628346214,24.659417827557963,24.659417827557963,6.39318239973725,29.225976684513142,41.099029712596604,21.919482513384857,22.832794284775893,6.39318239973725,11.873053028083465,20.092858970602784,33.79253554146832,18.266235427820714,6.39318239973725,22.832794284775893,14.612988342256571,32.87922377007729,49.318835655115926,10.959741256692428,21.919482513384857,10.046429485301392,45.66558856955179,11.873053028083465,6.39318239973725,39.27240616981454,25.572729598949,18.266235427820714,19.17954719921175,6.39318239973725,32.87922377007729,23.74610605616693,17.352923656429677,24.659417827557963,4.5665588569551785,24.659417827557963,15.526300113647608,31.052600227295216,32.87922377007729,5.479870628346214,20.092858970602784
B02010,99000000010,Synthetic Census Tract 99000000010,1.0,Total:,120.22863446465227,111.05865386989066,+/-109,67.24652436158517,134.49304872317035,148.7574629816884,94.75646614587002,139.5874823869268,117.17197426639841,120.22863446465227,186.45627209348615,128.37972832666262,159.9652170419526,80.49205188735195,100.86978654237775,151.81412317994227,155.88967011094743,73.35984475809292,128.37972832666262,143.66302931793197,66.22763762883388,67.24652436158517,104.94533347338292,142.64414258518067,145.70080278343454,72.34095802534162,143.66302931793197,95.7753528786213,130.41750179216518,111.05865386989066,62.15209069782872,164.04076397295776,135.51193545592164,181.36183842972972,136.53082218867291,63.17097743058001,74.3787314908442,134.49304872317035,147.7385762489371,56.03877030132098,106.9831069388855,123.28529466290615,111.05865386989066,149.7763497144397,131.43638852491648,80.49205188735195,129.39861505941388,124.30418139565744,146.71968951618584,111.05865386989066,61.13320396507743,162.0029905074552,112.07754060264196,177.28629149872455,158.94633030920133,62.15209069782872,71.32207129259034,151.81412317994227,125.32306812840874,64.18986416333131,130.41750179216518,146.71968951618584,142.64414258518067,133.47416199041905,135.51193545592164,139.5874823869268,99.85089980962647,101.88867327512905,123.28529466290615,108.0019936716368,158.94633030920133,120.22863446465227,179.32406496422712,76.41650495634678,70.30318455983904,146.71968951618584,162.0029905074552,65.20875089608259,123.28529466290615,126.34195486116002,73.35984475809292,77.43539168909808,104.94533347338292,127.36084159391132
